MonthYear,CPI,unrate,unrate_men,unrate_women,unrate_16_to_17,unrate_18_to_19,unrate_20_to_24,unrate_25_to_34,unrate_35_to_44,unrate_45_to_54,unrate_55_over,femaDeclarationString,disasterNumber,state,declarationType,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,tribalRequest,fipsStateCode,declarationRequestNumber,U.S. All Grades All Formulations Retail Gasoline Prices Dollars per Gallon,Energy Related CO2missions (Gigatonnes),Oil Production (Million barrels per day),Natural Gas Production (Billion Cubic Metres),Coal Production (million tons),Electricity Generation (Terawatt-hours),Hydroelectricity consumption in TWh,Nuclear energy consumption in TWh,Installed Solar Capacity (GW),Installed Wind Capacity in GW
01/2009,211.143,8.5,9.7,7.0,20.8,21.7,13.5,9.2,7.4,6.7,5.9,DR-1817-WA,1817,WA,DR,Flood,"SEVERE WINTER STORM, LANDSLIDES, MUDSLIDES, AND FLOODING",1,0,1,1,0,53,9007,1.84,2.3916666666666666,81.26,246.32500000000002,580.6666666666666,1688.75,270.4166666666667,225.17,1.9166666666666667,13.25
01/2009,211.143,8.5,9.7,7.0,20.8,21.7,13.5,9.2,7.4,6.7,5.9,DR-1816-VT,1816,VT,DR,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,1,0,50,9003,1.84,2.3916666666666666,81.26,246.32500000000002,580.6666666666666,1688.75,270.4166666666667,225.17,1.9166666666666667,13.25
01/2009,211.143,8.5,9.7,7.0,20.8,21.7,13.5,9.2,7.4,6.7,5.9,DR-1815-ME,1815,ME,DR,Severe Storm,SEVERE WINTER STORM AND FLOODING,0,0,1,1,0,23,9001,1.84,2.3916666666666666,81.26,246.32500000000002,580.6666666666666,1688.75,270.4166666666667,225.17,1.9166666666666667,13.25
01/2009,211.143,8.5,9.7,7.0,20.8,21.7,13.5,9.2,7.4,6.7,5.9,DR-1814-HI,1814,HI,DR,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,0,15,9002,1.84,2.3916666666666666,81.26,246.32500000000002,580.6666666666666,1688.75,270.4166666666667,225.17,1.9166666666666667,13.25
01/2009,211.143,8.5,9.7,7.0,20.8,21.7,13.5,9.2,7.4,6.7,5.9,DR-1814-HI,1814,HI,DR,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,0,15,9002,1.84,2.3916666666666666,81.26,246.32500000000002,580.6666666666666,1688.75,270.4166666666667,225.17,1.9166666666666667,13.25
01/2009,211.143,8.5,9.7,7.0,20.8,21.7,13.5,9.2,7.4,6.7,5.9,DR-1813-MA,1813,MA,DR,Severe Ice Storm,SEVERE WINTER STORM AND FLOODING,0,0,1,1,0,25,8185,1.84,2.3916666666666666,81.26,246.32500000000002,580.6666666666666,1688.75,270.4166666666667,225.17,1.9166666666666667,13.25
01/2009,211.143,8.5,9.7,7.0,20.8,21.7,13.5,9.2,7.4,6.7,5.9,DR-1812-NH,1812,NH,DR,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,1,0,33,8184,1.84,2.3916666666666666,81.26,246.32500000000002,580.6666666666666,1688.75,270.4166666666667,225.17,1.9166666666666667,13.25
01/2010,216.687,10.6,12.3,8.5,26.8,26.9,17.1,11.0,9.4,8.5,7.5,EM-3308-OK,3308,OK,EM,Severe Storm,SEVERE WINTER STORM,0,0,1,0,0,40,10005,2.769,2.533333333333333,83.29,262.56666666666666,612.8333333333334,1797.5583333333334,285.59666666666664,229.64333333333332,3.3333333333333335,16.5
01/2010,216.687,10.6,12.3,8.5,26.8,26.9,17.1,11.0,9.4,8.5,7.5,EM-3307-AZ,3307,AZ,EM,Severe Storm,SEVERE WINTER STORM,0,0,1,0,0,4,10003,2.769,2.533333333333333,83.29,262.56666666666666,612.8333333333334,1797.5583333333334,285.59666666666664,229.64333333333332,3.3333333333333335,16.5
01/2011,220.223,9.8,10.8,8.6,26.5,26.3,16.3,10.1,8.1,7.9,7.3,DR-1952-CA,1952,CA,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND DEBRIS AND MUD FLOWS",0,0,1,1,0,6,11002,3.148,2.6083333333333334,84.04,271.5,652.75,1854.75,290.21666666666664,219.74333333333334,5.833333333333333,19.833333333333332
01/2012,226.665,8.8,9.3,8.3,28.1,22.4,14.2,9.6,7.5,6.9,6.4,DR-4051-MA,4051,MA,DR,Severe Storm,SEVERE STORM AND SNOWSTORM,0,0,1,1,0,25,11268,3.44,2.6333333333333333,86.26,277.23333333333335,661.3333333333334,1900.5249999999999,304.59,205.15,8.416666666666666,23.583333333333332
01/2012,226.665,8.8,9.3,8.3,28.1,22.4,14.2,9.6,7.5,6.9,6.4,FM-2974-NV,2974,NV,FM,Fire,WASHOE FIRE,0,0,1,0,0,32,12001,3.44,2.6333333333333333,86.26,277.23333333333335,661.3333333333334,1900.5249999999999,304.59,205.15,8.416666666666666,23.583333333333332
01/2013,230.28,8.5,9.0,7.9,28.2,22.2,15.3,8.3,7.1,6.5,6.5,DR-4100-AR,4100,AR,DR,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,1,0,5,13001,3.391,2.6833333333333336,86.67,280.5083333333333,664.6666666666666,1952.9333333333334,315.11333333333334,206.72666666666666,11.5,26.583333333333332
01/2013,230.28,8.5,9.0,7.9,28.2,22.2,15.3,8.3,7.1,6.5,6.5,DR-4099-PA,4099,PA,DR,Hurricane,HURRICANE SANDY,0,0,1,1,0,42,12126,3.391,2.6833333333333336,86.67,280.5083333333333,664.6666666666666,1952.9333333333334,315.11333333333334,206.72666666666666,11.5,26.583333333333332
01/2013,230.28,8.5,9.0,7.9,28.2,22.2,15.3,8.3,7.1,6.5,6.5,DR-4098-OH,4098,OH,DR,Hurricane,SEVERE STORMS AND FLOODING DUE TO THE REMNANTS OF HURRICANE SANDY,0,0,1,1,0,39,12128,3.391,2.6833333333333336,86.67,280.5083333333333,664.6666666666666,1952.9333333333334,315.11333333333334,206.72666666666666,11.5,26.583333333333332
01/2014,233.916,7.0,7.5,6.5,21.1,21.0,12.9,7.3,5.5,5.5,4.9,FM-5051-CA,5051,CA,FM,Fire,COLBY FIRE,0,0,1,0,0,6,14005,3.392,2.6916666666666664,88.83,286.4916666666667,661.5833333333334,2002.6416666666667,322.5566666666667,210.83333333333334,14.833333333333334,30.833333333333332
01/2014,233.916,7.0,7.5,6.5,21.1,21.0,12.9,7.3,5.5,5.5,4.9,DR-4164-OK,4164,OK,DR,Severe Storm,SEVERE WINTER STORM,0,0,1,1,0,40,14006,3.392,2.6916666666666664,88.83,286.4916666666667,661.5833333333334,2002.6416666666667,322.5566666666667,210.83333333333334,14.833333333333334,30.833333333333332
01/2014,233.916,7.0,7.5,6.5,21.1,21.0,12.9,7.3,5.5,5.5,4.9,DR-4163-VT,4163,VT,DR,Severe Ice Storm,SEVERE WINTER STORMS,0,0,1,1,0,50,14008,3.392,2.6916666666666664,88.83,286.4916666666667,661.5833333333334,2002.6416666666667,322.5566666666667,210.83333333333334,14.833333333333334,30.833333333333332
01/2014,233.916,7.0,7.5,6.5,21.1,21.0,12.9,7.3,5.5,5.5,4.9,DR-4162-AK,4162,AK,DR,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,0,2,14002,3.392,2.6916666666666664,88.83,286.4916666666667,661.5833333333334,2002.6416666666667,322.5566666666667,210.83333333333334,14.833333333333334,30.833333333333332
01/2014,233.916,7.0,7.5,6.5,21.1,21.0,12.9,7.3,5.5,5.5,4.9,DR-4161-AK,4161,AK,DR,Flood,FLOODING,0,0,1,1,0,2,14003,3.392,2.6916666666666664,88.83,286.4916666666667,661.5833333333334,2002.6416666666667,322.5566666666667,210.83333333333334,14.833333333333334,30.833333333333332
01/2014,233.916,7.0,7.5,6.5,21.1,21.0,12.9,7.3,5.5,5.5,4.9,DR-4160-AR,4160,AR,DR,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,1,0,5,13101,3.392,2.6916666666666664,88.83,286.4916666666667,661.5833333333334,2002.6416666666667,322.5566666666667,210.83333333333334,14.833333333333334,30.833333333333332
01/2014,233.916,7.0,7.5,6.5,21.1,21.0,12.9,7.3,5.5,5.5,4.9,EM-3366-WV,3366,WV,EM,Chemical,CHEMICAL SPILL,0,0,1,0,0,54,14001,3.392,2.6916666666666664,88.83,286.4916666666667,661.5833333333334,2002.6416666666667,322.5566666666667,210.83333333333334,14.833333333333334,30.833333333333332
01/2015,233.707,6.1,6.5,5.6,19.1,19.3,10.6,6.4,4.9,4.5,4.5,DR-4206-CA,4206,CA,DR,Flood,"SEVERE STORMS, FLOODING, AND MUDSLIDES",0,0,1,1,1,6,15002,2.208,2.6833333333333336,91.63,292.64166666666665,639.0833333333334,2022.5416666666667,322.84999999999997,213.69333333333336,19.166666666666668,36.083333333333336
01/2015,233.707,6.1,6.5,5.6,19.1,19.3,10.6,6.4,4.9,4.5,4.5,DR-4205-MS,4205,MS,DR,Tornado,SEVERE STORMS AND TORNADOES,0,0,1,1,0,28,14100,2.208,2.6833333333333336,91.63,292.64166666666665,639.0833333333334,2022.5416666666667,322.84999999999997,213.69333333333336,19.166666666666668,36.083333333333336
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,FM-5118-OK,5118,OK,FM,Fire,OAK GROVE FIRE,0,0,1,0,0,40,16013,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4251-AL,4251,AL,DR,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,0,1,16003,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4250-MO,4250,MO,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,0,29,16005,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4250-MO,4250,MO,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,0,29,16005,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4250-MO,4250,MO,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,0,29,16005,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4249-WA,4249,WA,DR,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,0,53,16002,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,EM-3375-MI,3375,MI,EM,Toxic Substances,CONTAMINATED WATER,0,0,1,0,0,26,16004,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,EM-3374-MO,3374,MO,EM,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,0,0,29,16001,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4248-MS,4248,MS,DR,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,0,0,28,15093,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4248-MS,4248,MS,DR,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,0,28,15093,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2016,236.916,5.3,5.5,5.1,17.4,16.0,8.8,5.5,4.4,3.9,4.0,DR-4248-MS,4248,MS,DR,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,0,28,15093,2.057,2.6833333333333336,91.99,296.0083333333333,607.75,2076.266666666667,334.87666666666667,216.77333333333334,25.666666666666668,40.666666666666664
01/2017,242.839,5.1,5.4,4.9,15.2,15.5,9.0,5.4,4.4,3.6,3.8,DR-4297-GA,4297,GA,DR,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,0,13,17007,2.458,2.725,92.57,306.34999999999997,628.75,2135.3250000000003,336.82,218.67999999999998,33.916666666666664,45.0
01/2017,242.839,5.1,5.4,4.9,15.2,15.5,9.0,5.4,4.4,3.6,3.8,DR-4297-GA,4297,GA,DR,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,0,13,17007,2.458,2.725,92.57,306.34999999999997,628.75,2135.3250000000003,336.82,218.67999999999998,33.916666666666664,45.0
01/2017,242.839,5.1,5.4,4.9,15.2,15.5,9.0,5.4,4.4,3.6,3.8,DR-4296-OR,4296,OR,DR,Severe Storm,SEVERE WINTER STORM AND FLOODING,0,0,1,1,0,41,17003,2.458,2.725,92.57,306.34999999999997,628.75,2135.3250000000003,336.82,218.67999999999998,33.916666666666664,45.0
01/2017,242.839,5.1,5.4,4.9,15.2,15.5,9.0,5.4,4.4,3.6,3.8,DR-4295-MS,4295,MS,DR,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,0,1,0,28,17006,2.458,2.725,92.57,306.34999999999997,628.75,2135.3250000000003,336.82,218.67999999999998,33.916666666666664,45.0
01/2017,242.839,5.1,5.4,4.9,15.2,15.5,9.0,5.4,4.4,3.6,3.8,DR-4295-MS,4295,MS,DR,Tornado,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1,0,1,1,0,28,17006,2.458,2.725,92.57,306.34999999999997,628.75,2135.3250000000003,336.82,218.67999999999998,33.916666666666664,45.0
01/2017,242.839,5.1,5.4,4.9,15.2,15.5,9.0,5.4,4.4,3.6,3.8,DR-4294-GA,4294,GA,DR,Severe Storm,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,0,13,17002,2.458,2.725,92.57,306.34999999999997,628.75,2135.3250000000003,336.82,218.67999999999998,33.916666666666664,45.0
01/2017,242.839,5.1,5.4,4.9,15.2,15.5,9.0,5.4,4.4,3.6,3.8,DR-4294-GA,4294,GA,DR,Severe Storm,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,0,13,17002,2.458,2.725,92.57,306.34999999999997,628.75,2135.3250000000003,336.82,218.67999999999998,33.916666666666664,45.0
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4355-NH,4355,NH,DR,Severe Storm,SEVERE STORM AND FLOODING,0,0,1,1,0,33,18003,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4354-ME,4354,ME,DR,Severe Storm,SEVERE STORM AND FLOODING,0,0,1,1,0,23,18002,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4353-CA,4353,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",1,0,0,1,0,6,18001,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4353-CA,4353,CA,DR,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",1,0,1,1,0,6,18001,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2018,247.867,4.5,4.8,4.2,14.6,14.5,8.2,4.7,3.5,3.3,3.3,DR-4356-VT,4356,VT,DR,Severe Storm,SEVERE STORM AND FLOODING,0,0,1,1,0,50,18004,2.671,2.7916666666666665,94.85,321.075,652.25,2221.5916666666667,352.5833333333333,225.03833333333333,42.333333333333336,49.333333333333336
01/2019,251.712,4.4,4.7,4.1,14.6,13.3,8.6,4.4,3.3,3.3,3.5,DR-4413-AK,4413,AK,DR,Earthquake,EARTHQUAKE,1,0,1,1,0,2,19001,2.338,2.783333333333333,94.96,331.34999999999997,663.3333333333334,2250.0833333333335,357.8333333333333,233.02916666666667,52.416666666666664,54.25
01/2019,251.712,4.4,4.7,4.1,14.6,13.3,8.6,4.4,3.3,3.3,3.5,DR-4412-NC,4412,NC,DR,Hurricane,TROPICAL STORM MICHAEL,0,0,1,1,0,37,18135,2.338,2.783333333333333,94.96,331.34999999999997,663.3333333333334,2250.0833333333335,357.8333333333333,233.02916666666667,52.416666666666664,54.25
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4475-ND,4475,ND,DR,Flood,FLOODING,0,0,1,1,0,38,19106,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4474-VT,4474,VT,DR,Severe Storm,SEVERE STORM AND FLOODING,0,0,1,1,0,50,20003,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4473-PR,4473,PR,DR,Earthquake,EARTHQUAKES,1,0,0,1,0,72,20002,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,DR-4473-PR,4473,PR,DR,Earthquake,EARTHQUAKES,1,0,1,1,0,72,20002,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2020,257.971,4.0,4.2,3.7,11.2,14.1,7.6,4.2,3.1,2.7,2.9,EM-3426-PR,3426,PR,EM,Earthquake,EARTHQUAKES,0,0,1,0,0,72,20001,2.636,2.625,88.39,321.14166666666665,631.25,2240.75,364.1666666666667,224.49833333333333,64.43333333333334,62.0
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4581-CO,4581,CO,DR,Fire,WILDFIRES,0,0,1,1,0,8,20328,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4580-CT,4580,CT,DR,Hurricane,TROPICAL STORM ISAIAS,0,0,1,1,0,9,20306,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4579-GA,4579,GA,DR,Hurricane,TROPICAL STORM ZETA,0,0,1,1,0,13,20325,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4578-UT,4578,UT,DR,Severe Storm,STRAIGHT-LINE WINDS,0,0,1,1,0,49,20309,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4577-LA,4577,LA,DR,Hurricane,HURRICANE ZETA,0,0,1,1,0,22,21002,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,DR-4577-LA,4577,LA,DR,Hurricane,HURRICANE ZETA,1,0,1,1,0,22,21002,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,EM-3552-TN,3552,TN,EM,Other,EXPLOSION,0,0,1,0,0,47,20327,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
01/2021,261.582,6.8,7.1,6.5,15.2,15.9,10.8,7.2,6.1,5.2,5.6,EM-3553-DC,3553,DC,EM,Other,59TH PRESIDENTIAL INAUGURATION,0,0,1,0,0,11,21001,2.42,2.75,89.9,321.14166666666665,631.25,2372.1666666666665,354.1666666666667,233.35583333333332,78.25,69.75
